Aid received % of GNI,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Zambia,0.146913294599923,0.147258791766858,0.96286152829218,0.845513520132921,2.89158419657085,1.08872228845498,2.52116182968983,4.80627062428901,2.01892404768778,1.08876867463556,0.760037482355413,1.33437365677226,1.20669693008376,1.99966791258802,2.09712134377283,3.79406209995212,2.47139417286166,4.49258321579356,6.98372312178963,9.02719223983639,8.8244425991798,5.92471827119274,8.67898845319069,7.00189883535135,9.65033263197574,16.0781438800612,33.2429042006588,21.983032056116,14.3084768385847,10.2213835016689,15.7841964862391,29.335059936076,35.9487828922567,28.7201362597885,22.9932277254641,62.7695687923415,19.8423389131039,16.6551396738055,11.5431880515245,20.9955917954621,25.6550983271295,16.3617126591013,22.7852039034306,18.4468124292013,22.427783840092,17.9025615613405,15.393282169878,10.0874210666964,8.42942644594503,10.2295108363399,6.16684835562956
Zimbabwe,,0.000943275478966,,0.977539556099778,0.398170171128303,0.292415310435046,0.03192623871676,0.027590200260918,0.143869325476346,0.037697460714128,0.031665843135792,0.030256252816246,0.031408111423208,0.025987100114601,0.040209072459819,0.093540360167159,0.147690237604559,0.155965738974053,0.214805808029502,0.244954130108943,2.46008027261354,2.21623798429069,2.56665837894365,2.74192117902932,4.76440515960461,4.26944161694907,3.69502154409248,4.46101431882896,3.56657032276214,3.23175487616466,3.92701131721046,4.66183931722608,12.1892799527731,7.85409537635225,8.4762327327966,7.20826071453106,4.4857107612742,4.12957159607256,4.34122290289412,3.7599627434744,2.77520197259838,2.49512253474313,3.27328013515406,3.39404703245824,3.38742044506001,6.80222611051473,5.4232478944171,9.71200905810995,14.611034161427,13.0631540107876,10.0637444112941
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Eustatius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
